Subject	Meta-Relation	Object
NELL:stadiumhometosport	rdfs:comment	Specifies that a particular sport is played in a particular venue
NELL:stadiumoreventvenuedisclosescompany	rdfs:comment	Describes a stadium or event venue that discloses a company
NELL:thinghascolor	rdfs:comment	Object has color (NEIL)
NELL:diseasemaybecausedbydrug	rdfs:comment	Describes a disease that can be caused by a drug
NELL:professionusestool	rdfs:comment	those who practice this profession use this tool
NELL:inverseoffooddecreasestheriskofdisease	rdfs:comment	Describes the foods that can reduce the risks of having a disease
NELL:visualartistartform	rdfs:comment	The type of visual art that a visualArtist produces. Also known as an artist's medium.
NELL:invertebratehascolor	rdfs:comment	Describes the color of invertebrates
NELL:inverseofmagazineisleadbyceo	rdfs:comment	Identifies the CEO of a Magazine
NELL:arteryarisesfromartery	rdfs:comment	Describes the arteries that arises from other arteries
NELL:colorofobject	rdfs:comment	Object has color (NEIL)
NELL:generalizationof	rdfs:comment	one thing is a more specific kind of another thing
NELL:arthropodsuchascrustacean	rdfs:comment	Hyponym Relation
NELL:conferencessuchasconferences	rdfs:comment	Describes the conferences types that are generalizations of specific conferences
NELL:televisionshowssuchastelevisionshows	rdfs:comment	Describes the televisionshows types that are generalizations of specific televisionshows
NELL:videogamessuchasvideogames	rdfs:comment	Describes the videogame types that are generalizations of specific videogames
NELL:hobbiessuchashobbies	rdfs:comment	Describes the hobbies types that are generalizations of specific hobbies
NELL:criminalssuchascriminals	rdfs:comment	Describes the criminals types that are generalizations of specific criminals
NELL:religionssuchasreligions	rdfs:comment	Describes the religions types that are generalizations of specific religions
NELL:toolssuchastools	rdfs:comment	Describes the tools types that are generalizations of specific tools
NELL:professionssuchasprofessions	rdfs:comment	Describes the professions types that are generalizations of specific professions
NELL:weaponssuchasweapons	rdfs:comment	Describes the weapons types that are generalizations of specific weapons
NELL:musicfestivalssuchasmusicfestivals	rdfs:comment	Describes the musicfestivals types that are generalizations of specific musicfestivals
NELL:moviessuchasmovies	rdfs:comment	Describes the movies types that are generalizations of specific movies
NELL:countriessuchascountries	rdfs:comment	Describes the countries types that are generalizations of specific countries
NELL:animalssuchasmammals	rdfs:comment	Describes the animal types that are generalizations of mammals
NELL:musicgenressuchasmusicgenres	rdfs:comment	Describes the musicgenre types that are generalizations of specific musicgenres
NELL:mammalsuchasmammal	rdfs:comment	Describes the specific actors types that are generalizations of actors
NELL:celebritysuchascelebrity	rdfs:comment	Describes the specific celebrity types that are generalizations of celebrities
NELL:booksuchasbook	rdfs:comment	Describes the specific book types that are generalizations of actors
NELL:automobileenginesuchasautomobileengine	rdfs:comment	Describes the specific automobile Engine types that are generalizations of automobile Engines
NELL:touristattractionsuchastouristattraction	rdfs:comment	Describes the specific tourist attraction types that are generalizations of tourist attractions
NELL:athletessuchasathletes	rdfs:comment	Describes the specific athlete types that are generalizations of athletes
NELL:astronautssuchasaustronauts	rdfs:comment	Describes the specific astronaut types that are generalizations of astronauts
NELL:arteriessuchasarteries	rdfs:comment	Describes the specific artery types that are generalizations of arteries
NELL:architectssuchasarchitects	rdfs:comment	Describes the specific architect types that are generalizations of architects
NELL:archaeasuchasarchaea	rdfs:comment	Describes the specific archaea types that are generalizations of archaeas
NELL:arachnidssuchasarachnids	rdfs:comment	Describes the specific arachnid types that are generalizations of arachnids
NELL:aquariumssuchasaquariums	rdfs:comment	Describes the specific aquarium types that are generalizations of aquariums
NELL:amphibiansuchasamphibian	rdfs:comment	Describes the amphibian types that are generalizations of specific amphibians
NELL:airportsuchasairport	rdfs:comment	Describes the airport types that are generalizations of specific aiports
NELL:actorsuchasactor	rdfs:comment	Describes the actor types that are generalizations of specific actors
NELL:agriculturalproductincludingagriculturalproduct	rdfs:comment	Describes the agricultural products that are generalizations of other agriculture products
NELL:academicfieldsuchasacademicfield	rdfs:comment	Describes a specialization fo an Academic Field
NELL:plantincludeplant	rdfs:comment	Describes the subcategories of a plant
NELL:chemicaltypehaschemical	rdfs:comment	indicates that one chemical is special case of another chemical
NELL:professiontypehasprofession	rdfs:comment	Type-specific generalization of professions.
NELL:vehicletypehasvehicle	rdfs:comment	Type-specific generalization of vehicles.
NELL:animaltypehasanimal	rdfs:comment	Type-specific generalization of animals.
NELL:inverseofarthropodandotherarthropod	rdfs:comment	Describes similar arthropods
NELL:animalsuchasinvertebrate	rdfs:comment	Describes the invertebrate that are from a specific type of animals
NELL:animalsuchasmollusk	rdfs:comment	Describes the mollusk that are from a specific type of animals
NELL:animalsuchasinsect	rdfs:comment	Describes the insect that are from a specific type of animals
NELL:animalsuchasfish	rdfs:comment	Describes the fish that are from a specific type of animals
NELL:productinstances	rdfs:comment	Specifies that a particular product is a particular kind of thing
NELL:inverseofbeveragecontainsprotein	rdfs:comment	Describes the proteins contained in beverages
NELL:sportusesstadium	rdfs:comment	Specifies that a particular sport is played in a particular venue
NELL:grainusedtomakecandy	rdfs:comment	grain and candy are related
NELL:animaleatfood	rdfs:comment	Describes the foods that are eaten by an animal
NELL:insecteatsgrain	rdfs:comment	Describes the grains eaten by an insect
NELL:invertebratefeedonfood	rdfs:comment	Describes the foods that are eaten by an invertebrate
NELL:animaleatvegetable	rdfs:comment	Describes the vegetables eaten by an animal
NELL:personinacademicfield	rdfs:comment	People trained or active in a given academic field
NELL:inverseofagriculturalproducttoattractinsect	rdfs:comment	Describes the agricultural products that attract insects
NELL:plantgrowinginplant	rdfs:comment	Describes the plants that grow on other plants
NELL:inverseofmusicsongisatrackofmusicalbum	rdfs:comment	Identifies a music song which is a track of a music album
NELL:coachcanspeaklanguage	rdfs:comment	Describes the languages that coaches might speak
NELL:economicsectorcompany	rdfs:comment	specifies that a particular company does business in a particular economic sector
NELL:trophywonbyteam	rdfs:comment	Trophies that a team has won
NELL:inverseofagriculturalproductcontainchemical	rdfs:comment	Describes the agricultural products that contain a chemical
NELL:arthropodcanbeveryirritatingtomammal	rdfs:comment	Arthropode that usually irritates mammal
NELL:languagespokenatisland	rdfs:comment	Describes languages spoken at islands
NELL:inverseofgrainusedtomakecandy	rdfs:comment	grain and candy are related
NELL:atlocation	rdfs:comment	assigns locations to things.
NELL:inverseofmountainatgeopoliticallocation	rdfs:comment	geopoliticallocation and mountain are related
NELL:awardtrophytournamentwasawardedonstadium	rdfs:comment	Stadium of event venue where a award trophy tournament was at least once awarded
NELL:hasvisualappearance	rdfs:comment	The NEIL-learned visual appearance of something
NELL:zipcodeinlocation	rdfs:comment	Describes one or more locations to which a zipcode may correspond.
NELL:haswikipediaurl	rdfs:comment	The Wikipedia page for a given category instance
NELL:riveremptiesintoriver	rdfs:comment	Describes the tributaries of a river
NELL:religionusesplaceofworship	rdfs:comment	The religion practied in a place of worship.
NELL:eventatlocation	rdfs:comment	the location that an event is happened at
NELL:meetingeventtitleinbuilding	rdfs:comment	In which building a particular meeting will take place
NELL:meetingeventtitleinofficebuildingroom	rdfs:comment	In which room a particular meeting will take place
NELL:itemexistsatlocation	rdfs:comment	"An item that is typically found in a particular place. While most any item could concievably exist at most any place the intent for this relation and its children is to capture ""common knowledge"" about what would be expected to be found where."
NELL:vegetableisproducedatcountry	rdfs:comment	Describes the countries that are big produces of vegetables
NELL:agriculturalproductgrowinginstateorprovince	rdfs:comment	Describes the agricultural products that are produced in a state or province
NELL:agriculturalproductcamefromcountry	rdfs:comment	Describes the agricultural products that came from a country
NELL:weaponmadeincountry	rdfs:comment	Describes the weapons produced by a country
